class,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20
11,0.184839576,0.210368097,0.270001471,0.329371929,0.372756273,0.296351284,0.391401738,0.451968729,0.495286733,0.298256516,0.410936594,0.478291452,0.522606611,0.29618454,0.394370586,0.400684416,0.389270484,0.288943619,0.363653362,0.368286252,0.357962012,0.53100574,0.455489695,0.424295276,0.432364583,0.45182699,0.394308984,0.399634182,0.398557961,0.396772802,0.440371722,0.453842938,0.46525982,0.471926332,0.49579829,0.526787758,0.551706195,0.565626562,0.552496314,0.56710434,0.576271176,0.581504822
16,0.179437906,0.180892229,0.213786751,0.238781184,0.228731632,0.260287881,0.346570581,0.401056319,0.443043947,0.274897873,0.342078865,0.310524017,0.275436312,0.280879438,0.334557891,0.30472061,0.273092747,0.285690933,0.328870416,0.299779385,0.271653414,0.736174047,0.678984642,0.604217589,0.536468863,0.469013602,0.600029469,0.589950383,0.586862624,0.587474525,0.657271504,0.683481574,0.698332071,0.694134951,0.718515217,0.742361486,0.753823519,0.748678148,0.773312271,0.783464611,0.796037853,0.794390798
20,0.223192543,0.300629109,0.364483654,0.410681486,0.448883295,0.359786242,0.399990559,0.446753561,0.466535628,0.344099611,0.392038286,0.446445227,0.456702232,0.324833721,0.374586552,0.428042769,0.440749466,0.306093723,0.3589347,0.40613085,0.424539149,0.584044516,0.590062857,0.56128782,0.549748003,0.526019454,0.413981646,0.316279083,0.337363541,0.381646991,0.401477784,0.28408134,0.320227027,0.377489239,0.397825658,0.2988047,0.340965211,0.391644299,0.411947936,0.342178762,0.369014144,0.4118433
21,0.238377735,0.291266322,0.341357708,0.38688904,0.426468223,0.310134798,0.369372219,0.398474723,0.412703454,0.302613348,0.348974407,0.39688623,0.437516212,0.284609675,0.329022676,0.371605575,0.409054577,0.261974245,0.275501966,0.290727496,0.306962162,0.808624268,0.795307636,0.763004661,0.746903539,0.717172623,0.627548695,0.604317188,0.643990099,0.694659591,0.608472884,0.531006455,0.487455219,0.459887147,0.606821597,0.525665641,0.479206502,0.445775241,0.620526612,0.549903512,0.494694829,0.451630652
16,0.17282702,0.177330121,0.216974705,0.252631068,0.258910954,0.280762911,0.37024945,0.425104946,0.464813471,0.299315959,0.346755028,0.317254663,0.284164906,0.302661121,0.335336506,0.31067574,0.28168869,0.300755084,0.329996496,0.305288196,0.280163258,0.712597847,0.625923693,0.558794916,0.495176733,0.436941624,0.567873538,0.564703584,0.56600529,0.566146731,0.626101673,0.630280733,0.638191342,0.640443385,0.687058926,0.684713662,0.693341851,0.696575582,0.74162358,0.732424438,0.738550425,0.740413785
4,0.405469686,0.473960042,0.518961489,0.539533973,0.564174235,0.487811208,0.510245919,0.521204472,0.527538776,0.445275426,0.460288614,0.472660452,0.482237041,0.404217839,0.408566296,0.417899758,0.42721653,0.362301946,0.361182094,0.362634093,0.366826981,0.742593527,0.719636798,0.640796483,0.571605146,0.527284026,0.517764628,0.429858267,0.371925563,0.321303546,0.500514209,0.399428189,0.335189283,0.281725883,0.505549908,0.409823269,0.348835051,0.295894027,0.528907418,0.452171832,0.400470078,0.351625264
16,0.182538152,0.184704125,0.22815688,0.274003983,0.278663278,0.290831447,0.387814999,0.446190834,0.489635646,0.30607608,0.366674662,0.332415372,0.298328102,0.310099781,0.357873052,0.327331275,0.294257313,0.312477618,0.346047819,0.317178905,0.29076165,0.540760994,0.465554595,0.383489013,0.31883058,0.254853129,0.384687543,0.390305549,0.399222702,0.407646984,0.441176713,0.482613444,0.495252222,0.488902926,0.50441128,0.535520971,0.545055568,0.539468765,0.561226487,0.57566762,0.588326514,0.585478663
6,0.280761212,0.338501304,0.409726322,0.466955632,0.512398064,0.391661495,0.401275516,0.40106234,0.399342209,0.347193211,0.347456813,0.33184287,0.322884887,0.305588543,0.302007794,0.296499908,0.293831497,0.265530318,0.2694242,0.268562973,0.271850109,0.7830199,0.776275456,0.699085534,0.656557083,0.655247927,0.597504795,0.497443199,0.433374941,0.381842375,0.589624941,0.564321995,0.645592809,0.700908661,0.595929384,0.585092783,0.666533709,0.71841377,0.605546772,0.593535185,0.656448126,0.697710693
23,0.335564226,0.272157222,0.232153356,0.223135829,0.247135818,0.291064322,0.29473269,0.298628271,0.304109365,0.339686751,0.355504721,0.36912173,0.381759763,0.384651065,0.401244313,0.414198875,0.424235016,0.422195941,0.439059258,0.448591977,0.457380682,0.764708698,0.697276413,0.61529994,0.533088148,0.483962327,0.535526812,0.399512619,0.324278831,0.269739121,0.541095853,0.396530747,0.319290161,0.268078476,0.563616395,0.430087179,0.35245499,0.295155853,0.599050581,0.490959287,0.431540877,0.382495344
24,0.300358832,0.313048333,0.362043738,0.410903484,0.428630471,0.446608335,0.496912271,0.479052097,0.456279576,0.45821768,0.505470037,0.487259358,0.463030338,0.455349714,0.501547933,0.500591636,0.486348271,0.444958091,0.460220575,0.447989643,0.431616008,0.58103931,0.479112118,0.404477298,0.346071839,0.285546571,0.429159939,0.46539402,0.490368545,0.493067712,0.495484352,0.527453601,0.541310549,0.542604446,0.560986519,0.589291394,0.595954537,0.594352067,0.620306969,0.631270349,0.631351173,0.62427628
23,0.322716624,0.25740543,0.216802508,0.202578053,0.215548933,0.271989822,0.274665207,0.277952731,0.282466292,0.321960419,0.337507337,0.348817527,0.356933832,0.369058162,0.387000501,0.400617719,0.408660412,0.408784449,0.430817246,0.441484272,0.448307216,0.77479893,0.703415275,0.624409199,0.540660262,0.478659004,0.543061256,0.405549526,0.333322108,0.279222548,0.544714808,0.395327389,0.315080523,0.261434078,0.56567651,0.431138128,0.356161088,0.301621497,0.602240682,0.496411681,0.439540714,0.392123461
13,0.227536872,0.242484197,0.298391223,0.354531229,0.391882122,0.330190927,0.40989092,0.457607388,0.493599057,0.345105678,0.432950407,0.486018896,0.524880052,0.352335006,0.435938716,0.485809386,0.52200222,0.350648403,0.414855063,0.453204513,0.48555705,0.584773779,0.501720965,0.467010319,0.467277795,0.482546419,0.455474555,0.429936707,0.415387094,0.405615598,0.504379392,0.483365715,0.470171928,0.460502684,0.554777145,0.545437872,0.535083175,0.527110994,0.601897418,0.607748687,0.609629869,0.609142542
8,0.326893657,0.395005614,0.451848209,0.470641434,0.436992466,0.423108011,0.429034114,0.420139611,0.413804293,0.382844478,0.387696743,0.384493887,0.381973207,0.343332261,0.347958386,0.353146017,0.354966491,0.305434674,0.302506149,0.301017076,0.30121842,0.658287764,0.641775489,0.566472709,0.490830898,0.460945159,0.453159243,0.395422757,0.464306384,0.512884498,0.448551774,0.402421951,0.49043414,0.547173142,0.450665921,0.419307828,0.50158751,0.556690812,0.453991383,0.375192404,0.325279981,0.27624166
2,0.234261379,0.288158387,0.31135112,0.290261328,0.255080432,0.318415701,0.340285689,0.349310994,0.352121443,0.267555922,0.267186284,0.264847964,0.262411475,0.220467135,0.201431066,0.192394733,0.184925258,0.17976433,0.182833076,0.193110034,0.200306386,0.904621005,0.886157751,0.816265821,0.743024588,0.687456548,0.654536605,0.534582555,0.457493722,0.389982074,0.639911354,0.509358406,0.421216697,0.347564161,0.658678889,0.539892972,0.459990025,0.397223353,0.703041434,0.624439418,0.629490316,0.649237394
17,0.1336077,0.145566821,0.188032478,0.218182772,0.228420988,0.23511599,0.346429288,0.41390413,0.465615302,0.240375251,0.370584041,0.441378474,0.493745923,0.243545756,0.362464041,0.419631869,0.454958737,0.245395258,0.337076604,0.364691019,0.375769794,0.776500463,0.676705003,0.592298031,0.521733224,0.449949682,0.625222266,0.607699096,0.598406553,0.596318901,0.701381922,0.704508483,0.704554796,0.702903986,0.769766033,0.771200716,0.749363184,0.729154825,0.821817398,0.800474167,0.774884105,0.752396643
15,0.177668169,0.18448779,0.225940436,0.261358768,0.264312267,0.2990821,0.375821322,0.351655364,0.319681555,0.316003144,0.389580846,0.361904502,0.329582155,0.321501136,0.384233743,0.357753694,0.327758819,0.318877816,0.369288802,0.344578147,0.318819404,0.720429897,0.616362691,0.52344209,0.445383728,0.375758708,0.533512354,0.543505847,0.565702021,0.569937348,0.600680292,0.601198018,0.618630588,0.623626232,0.669250011,0.666682065,0.676651776,0.679523408,0.734212279,0.724240065,0.728236318,0.730562866
16,0.213237554,0.21849975,0.253588915,0.280906886,0.278352529,0.320259541,0.417489529,0.479176641,0.52525568,0.336094767,0.415891945,0.381396085,0.337521821,0.34370935,0.408608377,0.377426982,0.338057637,0.349101216,0.396494657,0.366480619,0.334105074,0.681504488,0.600638986,0.504570603,0.424459875,0.353785098,0.49696815,0.477052927,0.468276083,0.464905202,0.552208185,0.58282584,0.605448425,0.6082021,0.616627216,0.639979422,0.656605899,0.655883908,0.677591205,0.683764994,0.698712349,0.698339343
9,0.302041113,0.36840108,0.424554259,0.456100464,0.434244096,0.39349398,0.408617765,0.400411993,0.389095306,0.353565067,0.365630031,0.364550292,0.361026466,0.315031618,0.319106936,0.330236942,0.334691137,0.276625693,0.285079002,0.300833702,0.308960915,0.744539857,0.709434927,0.638316691,0.569143593,0.52196753,0.544558704,0.464133263,0.523293972,0.576699138,0.537430525,0.444545805,0.519018173,0.578700662,0.541756213,0.454905361,0.523673117,0.580720603,0.555777192,0.49575451,0.536516249,0.579976618
2,0.29570362,0.346625566,0.377427787,0.365799576,0.324197084,0.389208406,0.411398172,0.423148572,0.431960166,0.343892187,0.352286398,0.35861215,0.363302559,0.301721156,0.289985657,0.288502336,0.285348207,0.263373256,0.279806793,0.298994124,0.310598075,0.777288675,0.750515044,0.671836793,0.590824783,0.535830319,0.527734876,0.421727359,0.357030064,0.29827106,0.511185348,0.390486211,0.317078292,0.254560649,0.527306259,0.412481755,0.340672493,0.281977713,0.565835238,0.486069679,0.499798387,0.526601732
21,0.227581263,0.280034155,0.336069137,0.387152493,0.430282652,0.321078062,0.383574486,0.407019138,0.415677607,0.308660358,0.362443,0.408085883,0.447627127,0.285527945,0.331249833,0.373633921,0.411886364,0.258451909,0.286253542,0.311903358,0.338025242,0.736813068,0.73287487,0.693796158,0.679641783,0.66289866,0.560489357,0.54217273,0.590726078,0.636727095,0.538238823,0.464854747,0.427795619,0.397863865,0.538181603,0.457350343,0.413231373,0.378810555,0.554786325,0.482868433,0.433425963,0.396829635
3,0.281404108,0.341299504,0.384498835,0.378722668,0.337731719,0.372415453,0.387959957,0.395708263,0.402131796,0.323660433,0.331297308,0.335913181,0.341098607,0.276785314,0.278163433,0.2836155,0.28902486,0.226983145,0.223548174,0.223255366,0.223881349,0.799966693,0.769918442,0.680199385,0.587688744,0.530486107,0.519614816,0.408584386,0.334799469,0.268929899,0.503488898,0.380921543,0.299786001,0.230911374,0.517486453,0.397439003,0.318847239,0.25018388,0.554341614,0.460546792,0.396093428,0.334805369
11,0.223247617,0.24742268,0.305778086,0.356821388,0.389613926,0.32003817,0.398617446,0.447504342,0.485243917,0.322304457,0.415030777,0.465304136,0.50665462,0.321621686,0.409586966,0.387661159,0.358110666,0.318684876,0.384829968,0.380250514,0.366751462,0.748497069,0.684500277,0.657888532,0.674443007,0.694525898,0.642221332,0.636873722,0.636198044,0.638786376,0.694434881,0.697820723,0.702471018,0.708408356,0.748631716,0.758756161,0.744846642,0.736101151,0.796667397,0.798601389,0.779972911,0.767034113
24,0.164798632,0.188555524,0.235064507,0.271022558,0.269822419,0.326478064,0.380800903,0.354212999,0.325299144,0.335646331,0.388236761,0.360634744,0.329243839,0.331789553,0.374052376,0.349790573,0.318693519,0.320554465,0.354633212,0.331962734,0.306367874,0.694168448,0.584932327,0.492964804,0.410970926,0.338044137,0.53611201,0.558254719,0.574755967,0.571036458,0.609056473,0.623485625,0.632945478,0.628705025,0.679375231,0.68204546,0.68954891,0.68808043,0.742506862,0.735346258,0.735637188,0.734012663
24,0.307419181,0.323127985,0.369667143,0.422890127,0.448133975,0.468653917,0.521132588,0.50155443,0.475314617,0.481789291,0.527188838,0.502512753,0.471245527,0.480494916,0.52430445,0.501273394,0.4690983,0.47237891,0.505139768,0.484166533,0.458838373,0.63885057,0.522815883,0.436122119,0.372246534,0.308748424,0.462593764,0.498876035,0.52489084,0.525468051,0.538384676,0.564462662,0.580548882,0.580485404,0.609865248,0.62681514,0.636364877,0.635372579,0.676752806,0.681182742,0.683953404,0.680549681
23,0.310656041,0.247171596,0.201314107,0.190363795,0.218583494,0.251743019,0.255087525,0.261770964,0.269577026,0.298793197,0.312095165,0.326559544,0.339407027,0.346494377,0.3626706,0.376432985,0.384758413,0.389432222,0.402465373,0.408860475,0.411150277,0.796096265,0.73344475,0.647834003,0.558962643,0.50541532,0.568261504,0.433709919,0.368124306,0.323953897,0.573358119,0.427715361,0.360492885,0.324588418,0.593667984,0.454119951,0.385668039,0.342859507,0.626656294,0.509867609,0.454568207,0.41515246
19,0.260332167,0.334210813,0.397192895,0.436158121,0.47913307,0.35458523,0.358248413,0.341359288,0.331832558,0.309861481,0.310971588,0.303826302,0.30090788,0.268542767,0.264162779,0.268139631,0.272614628,0.228289396,0.228862643,0.226766616,0.22518304,0.729377627,0.703753114,0.605761588,0.528373539,0.493975163,0.520223916,0.487879932,0.560225248,0.612162709,0.511242986,0.48807919,0.577762067,0.638963401,0.508064687,0.487378538,0.576751709,0.638236463,0.507115424,0.422872007,0.368130118,0.313316345
7,0.232519895,0.307506591,0.367682517,0.407276481,0.45025444,0.324219525,0.340990841,0.34834221,0.353633404,0.276077241,0.274486601,0.274958909,0.273645014,0.232018724,0.219584078,0.230234802,0.240894884,0.189665139,0.184042275,0.199876934,0.216753677,0.794187784,0.772539616,0.676094234,0.601294219,0.572684288,0.575336456,0.46863234,0.398417711,0.336434543,0.566202164,0.455646902,0.37303412,0.301204354,0.585126281,0.55341953,0.638037741,0.698637128,0.619998634,0.600676656,0.658972383,0.703141809
14,0.180052161,0.179395407,0.218775243,0.260921508,0.27774176,0.285936147,0.372316778,0.427208245,0.469848454,0.300634205,0.402329147,0.465991378,0.516056776,0.305676848,0.403520226,0.462835371,0.510364056,0.303680986,0.379633039,0.42557162,0.466490626,0.567089498,0.478031069,0.411643505,0.364533663,0.309237778,0.426173449,0.394861042,0.376374394,0.362154365,0.483190238,0.462788075,0.450048804,0.439936936,0.543864131,0.526158392,0.513308704,0.504110932,0.603701949,0.61887002,0.629424453,0.636594951
0,0.226395488,0.264359057,0.290222317,0.28219986,0.259872347,0.301923782,0.307605803,0.310025811,0.30873692,0.259002268,0.248603404,0.25372529,0.262065411,0.217879623,0.211129278,0.22340019,0.234735042,0.182896525,0.18419975,0.198064089,0.203957736,0.778809547,0.753625989,0.666926026,0.592738867,0.533366978,0.533153832,0.417219251,0.347885251,0.281600118,0.538904548,0.472807854,0.553194404,0.579007506,0.560905635,0.545608521,0.630997896,0.635614276,0.592383862,0.583726943,0.648164928,0.657357097
5,0.247764304,0.327447116,0.408609241,0.458791673,0.499707103,0.376899421,0.398858786,0.370113462,0.350226164,0.32445699,0.347019136,0.324879706,0.311380386,0.274357557,0.291826636,0.280157417,0.272641867,0.224558711,0.245529592,0.245214701,0.244080782,0.708630621,0.689456105,0.607699573,0.545859814,0.535790861,0.489071667,0.445065856,0.521007836,0.582259297,0.476549596,0.430874407,0.529243588,0.601180732,0.475624949,0.445237339,0.546387017,0.614681423,0.483454615,0.459776878,0.530908525,0.58199662
20,0.19206892,0.246524796,0.296436191,0.339982986,0.378934413,0.263213277,0.325280219,0.366860718,0.377915919,0.254142672,0.327346295,0.378877461,0.392606139,0.25166586,0.321943521,0.372523785,0.387161195,0.255192161,0.31738919,0.359792084,0.377709329,0.749012768,0.768914461,0.752137184,0.741942048,0.716603756,0.606172025,0.548937857,0.583333194,0.631160915,0.585793793,0.512491286,0.549411416,0.5973261,0.583164454,0.512176454,0.545545399,0.586822629,0.601161182,0.546582937,0.564117253,0.594191372
24,0.144845784,0.168244973,0.221762046,0.271127492,0.288050741,0.297565281,0.381701559,0.351794779,0.315238208,0.306111902,0.387536824,0.356124759,0.320715755,0.303788126,0.376103669,0.347284228,0.312984228,0.295111805,0.356448382,0.334213853,0.307012081,0.711723566,0.596253812,0.50610739,0.434148341,0.360762298,0.54365772,0.561048448,0.57773298,0.578667283,0.619727194,0.629171491,0.639528871,0.637770355,0.692846537,0.695525289,0.702430546,0.701737821,0.759179711,0.757690191,0.75979197,0.760335505
24,0.285602927,0.300964534,0.357701838,0.420180708,0.455102175,0.46279335,0.516667902,0.484914571,0.451458931,0.47417289,0.521360159,0.493862748,0.46341905,0.469672143,0.520572901,0.497380286,0.467302501,0.458832741,0.509877026,0.491791844,0.466806352,0.639042795,0.516461909,0.423981518,0.353946745,0.295291245,0.482162029,0.477021068,0.483189851,0.49067533,0.561932564,0.546278715,0.545682192,0.553851843,0.631224036,0.612623036,0.608739793,0.613886416,0.693121791,0.669546366,0.661980331,0.66618365
10,0.214774221,0.230989844,0.292711318,0.354912162,0.396106124,0.332696885,0.422888577,0.478364468,0.521955729,0.342806607,0.420096487,0.391337097,0.361193359,0.346045941,0.411256135,0.382758111,0.354300141,0.345044374,0.393885136,0.368581861,0.343915135,0.484669626,0.40427658,0.363427758,0.369443744,0.389065653,0.323278219,0.324396461,0.32756722,0.328891546,0.371460706,0.419855684,0.43944791,0.43156758,0.430009097,0.47405538,0.48511526,0.476608306,0.484827518,0.513925731,0.52392602,0.51633215
9,0.241515726,0.309989929,0.366018951,0.396534711,0.370350361,0.336529732,0.351430893,0.339493424,0.325966597,0.295493603,0.305706948,0.299707532,0.294448495,0.256267369,0.261395156,0.266097546,0.266114622,0.216941893,0.225663945,0.235357046,0.238359764,0.758102655,0.722572863,0.646129847,0.566877544,0.525438845,0.543486476,0.458663881,0.517628908,0.570472419,0.533155739,0.441463917,0.518854618,0.574605465,0.538061082,0.452206075,0.522301018,0.575098753,0.554729164,0.493862092,0.53410399,0.57341361
19,0.288489282,0.350861609,0.409142554,0.441598445,0.478216261,0.370406508,0.370815396,0.356786966,0.353586316,0.326778829,0.329887658,0.323831886,0.324218124,0.288377196,0.284955889,0.291612595,0.299506307,0.254781753,0.250201046,0.245896786,0.245486557,0.796038508,0.770628393,0.675940514,0.605668366,0.577081501,0.590570688,0.573328018,0.644948602,0.695069849,0.582643151,0.583400071,0.669939578,0.725144744,0.583382845,0.584073365,0.661979735,0.715065658,0.590002298,0.51422596,0.464756429,0.416721135
11,0.182922885,0.209581852,0.269759238,0.327113718,0.368938923,0.295417309,0.387473881,0.444298804,0.48585093,0.298282802,0.410554498,0.473998845,0.5192523,0.296144694,0.397068679,0.390957564,0.372211814,0.28841877,0.370353073,0.378651917,0.373362392,0.58509171,0.510960221,0.478503406,0.485620975,0.503504872,0.451278448,0.445572436,0.439679593,0.433313698,0.498468459,0.510001719,0.521910846,0.528372824,0.553736687,0.577735126,0.597652197,0.607968688,0.611466348,0.624579251,0.632056415,0.635741889
9,0.332443416,0.397498637,0.459540516,0.497931093,0.468189657,0.430236489,0.452804565,0.446497321,0.431738406,0.393688917,0.40913102,0.41086328,0.405679971,0.355665654,0.366238296,0.378147721,0.37848419,0.314622194,0.330274194,0.344023585,0.345998168,0.623286307,0.602818131,0.525460243,0.450238913,0.410627961,0.429027349,0.346756518,0.398555875,0.448071629,0.416766316,0.325996995,0.391888827,0.446718395,0.416002035,0.32694158,0.391518295,0.446668059,0.423100322,0.361838758,0.404119551,0.449337274
11,0.209414288,0.234570935,0.28546074,0.33256647,0.36865595,0.306686014,0.380530059,0.426272213,0.459399641,0.310537189,0.396844923,0.448950648,0.485724807,0.312524587,0.394126743,0.394194454,0.380677342,0.313320756,0.371174812,0.3750135,0.368903041,0.500354469,0.42970556,0.404564083,0.40420112,0.419227839,0.362938613,0.359751135,0.349436343,0.341406554,0.401058018,0.41076529,0.417984515,0.421819866,0.441965908,0.462048352,0.479716003,0.488137245,0.482982814,0.49783656,0.509339333,0.513969779
9,0.248984039,0.315134853,0.36951682,0.397016227,0.369334877,0.338883579,0.346135616,0.33922556,0.330925763,0.300408065,0.306552798,0.304455578,0.300964028,0.263561875,0.265870929,0.272948861,0.274939954,0.227495089,0.232339114,0.243148372,0.248478442,0.76256603,0.727645874,0.657758117,0.58461237,0.5432868,0.566364169,0.488046557,0.539813697,0.591489673,0.560450852,0.476003766,0.541739821,0.598870575,0.565275788,0.483914346,0.545203626,0.598911762,0.578060389,0.517290533,0.554320335,0.595238447
17,0.185757861,0.206067979,0.263893247,0.310667694,0.320245653,0.326757073,0.432615012,0.491377354,0.534408152,0.334151268,0.449297577,0.507930577,0.547214031,0.330732822,0.403675497,0.373220801,0.33750549,0.321449935,0.371789604,0.348122954,0.320594847,0.640754759,0.540063024,0.451757371,0.378485501,0.306348383,0.467105806,0.462180197,0.460182011,0.45918259,0.529509723,0.553512394,0.564618707,0.567136645,0.599116445,0.63827455,0.642187834,0.632294893,0.667333007,0.689266086,0.688742757,0.678473651
10,0.210121617,0.222973257,0.280894309,0.338219434,0.374526024,0.316141009,0.409264326,0.465237916,0.508429706,0.330949932,0.408994853,0.382787555,0.350794494,0.338239044,0.401503086,0.376845688,0.347839713,0.338335812,0.383136213,0.362360954,0.339349568,0.670633078,0.585324287,0.539714694,0.541451454,0.565519631,0.507502675,0.499065608,0.498508751,0.495939434,0.564848185,0.583172143,0.600934625,0.597641587,0.627115726,0.639222622,0.650705576,0.647624671,0.682721436,0.684144914,0.693289995,0.692741156
4,0.313116938,0.378845066,0.425572097,0.453711212,0.489282042,0.393820643,0.413766414,0.424909502,0.432658166,0.349174291,0.36047262,0.370118916,0.378435194,0.30594787,0.309950918,0.3189587,0.328159183,0.261762172,0.257691383,0.256219149,0.257490396,0.784064949,0.756768525,0.672631085,0.593196571,0.546385169,0.546908796,0.449089527,0.385247827,0.328373641,0.529708862,0.420777082,0.349578619,0.288986802,0.536668122,0.435140282,0.369973153,0.312779129,0.56291312,0.48263073,0.427698821,0.375388205
19,0.258750916,0.328016102,0.379485101,0.4066782,0.442604661,0.331481367,0.327298671,0.318781823,0.318102956,0.287089169,0.284449458,0.285961539,0.290048242,0.248421818,0.240348428,0.251508176,0.261338383,0.21233061,0.207191378,0.20047465,0.194687873,0.673626781,0.644697428,0.542196453,0.465130508,0.436941922,0.463383585,0.434346616,0.506401658,0.557904482,0.459804565,0.444751978,0.531835794,0.589478672,0.461973906,0.448668182,0.530841708,0.586678445,0.467473745,0.386303365,0.334054768,0.283272862
15,0.24943924,0.260447204,0.305625796,0.349735141,0.365741968,0.386447042,0.449119866,0.418273181,0.386196941,0.400641918,0.45644781,0.427154601,0.397810042,0.399637014,0.444097191,0.418508142,0.391955405,0.390150011,0.415785253,0.393826008,0.374275565,0.743753433,0.643324971,0.565581441,0.506345391,0.445914328,0.602571845,0.587789416,0.593973935,0.599479437,0.670823991,0.652060688,0.650469184,0.654806912,0.733959615,0.714284956,0.709232569,0.713098109,0.790302217,0.769940138,0.762953043,0.767057896
6,0.240498438,0.306808829,0.374445766,0.432332188,0.481050372,0.352125257,0.357229501,0.353506356,0.348930895,0.304121226,0.298983425,0.287349761,0.280748516,0.259362131,0.252386034,0.251892388,0.252859533,0.21564059,0.218733847,0.223008588,0.229360104,0.793290973,0.781979024,0.694885194,0.633720279,0.618965805,0.582935274,0.467231065,0.397834003,0.339909136,0.577735186,0.552006841,0.641931534,0.703041434,0.585192978,0.580492079,0.668478012,0.725446761,0.598527372,0.593002796,0.662986755,0.708867133
7,0.267006576,0.339680642,0.405603439,0.446023464,0.489702046,0.363423556,0.386590511,0.397232741,0.40534237,0.314228356,0.317167848,0.321812481,0.323232889,0.266932935,0.265779614,0.274022728,0.280188382,0.221775129,0.227520287,0.242674753,0.254707634,0.783308625,0.773532152,0.680482924,0.615269065,0.600468516,0.575508296,0.467375755,0.395678639,0.334759742,0.564242959,0.448613644,0.367785275,0.298885494,0.579074204,0.553108633,0.637700081,0.697832406,0.608386338,0.594382048,0.658986211,0.705214262
7,0.270060092,0.340431511,0.399734378,0.441730171,0.486118585,0.367128581,0.389887094,0.402299672,0.413163781,0.319164336,0.318627506,0.319415808,0.320562869,0.272042781,0.263560772,0.269394726,0.279069602,0.228200912,0.221165374,0.231484771,0.244926602,0.859661579,0.838151515,0.765100181,0.706840992,0.67358923,0.65658319,0.552079141,0.486083329,0.427362919,0.647966802,0.528315008,0.447000027,0.376293987,0.66781342,0.634396315,0.715966821,0.773004889,0.702974677,0.679900467,0.73953259,0.781092882
15,0.19470942,0.20154427,0.24595356,0.283523977,0.28887707,0.325895667,0.398539692,0.372107655,0.340167075,0.341908604,0.41039151,0.380728424,0.348220855,0.345132381,0.405399263,0.378856093,0.348053187,0.339871228,0.385706395,0.362662852,0.337643862,0.743536115,0.64440763,0.559846997,0.486617744,0.416894257,0.577834964,0.579853654,0.602268457,0.609023392,0.647129834,0.64186883,0.659016728,0.665256739,0.716168046,0.706334174,0.715211511,0.718937218,0.780145466,0.764634073,0.767291903,0.770958781
11,0.220976889,0.253785908,0.305464178,0.350582182,0.384540975,0.329431295,0.403958261,0.447060466,0.481720567,0.337878317,0.424705088,0.471835077,0.507009506,0.339575857,0.417188883,0.400528491,0.37628147,0.336917758,0.387701362,0.375499606,0.356993198,0.439183593,0.366036594,0.348216116,0.360942602,0.386593074,0.309076339,0.29884541,0.290689856,0.285538733,0.346432954,0.354486167,0.362681806,0.36669758,0.388552934,0.412405908,0.422266424,0.421946436,0.431874633,0.44382143,0.443241119,0.435393572
4,0.235597149,0.294339895,0.332152754,0.353802502,0.38462466,0.296072543,0.31141293,0.318844885,0.323624641,0.255491525,0.258672625,0.262853593,0.265597701,0.217215329,0.213488191,0.217762887,0.221902847,0.180586785,0.168482095,0.163288414,0.160895482,0.793982029,0.76718533,0.680757582,0.602726281,0.559711039,0.570355117,0.478055954,0.417239845,0.363861084,0.556633353,0.454116166,0.385913551,0.329336524,0.56687814,0.471612334,0.411802739,0.358767271,0.59628737,0.526193023,0.479826719,0.436584592
21,0.228545398,0.284747094,0.343152016,0.398354977,0.444012702,0.322751969,0.389479339,0.416487396,0.425472677,0.304710358,0.352459073,0.389057755,0.416571647,0.273076802,0.31179297,0.346545935,0.375927418,0.235470787,0.232850879,0.240060002,0.254079521,0.746971488,0.740339041,0.708340883,0.702890277,0.692786634,0.56244266,0.565591216,0.614715636,0.662297249,0.531910121,0.448219746,0.38076508,0.31948325,0.528124452,0.440757424,0.376362205,0.317557156,0.548263133,0.462930351,0.398458898,0.34078899
22,0.189688206,0.219471246,0.28516376,0.339747787,0.368449628,0.345898211,0.386715531,0.335442632,0.290343374,0.340524346,0.38568607,0.318488419,0.270186841,0.328313082,0.365488678,0.301391929,0.259312451,0.310347199,0.345161408,0.301311433,0.270171821,0.446227133,0.525988877,0.602258325,0.652463794,0.70594275,0.534002841,0.530208409,0.515008688,0.509524524,0.473427385,0.464238048,0.466186941,0.473983705,0.421649426,0.408408433,0.422598898,0.436680436,0.375182688,0.367609143,0.383676916,0.398748904
18,0.138016105,0.150455266,0.18801412,0.235616967,0.27319473,0.227671832,0.326884329,0.298822582,0.262262821,0.243067265,0.335859686,0.307936132,0.275245845,0.258390009,0.341199279,0.317648321,0.282440275,0.274650723,0.361880928,0.412547767,0.450410843,0.592484295,0.488653481,0.37860167,0.313026279,0.326582521,0.392173171,0.405391961,0.420626789,0.419509351,0.466274768,0.465090603,0.479898512,0.48420158,0.53910923,0.524860799,0.539707899,0.549046338,0.604728341,0.565469503,0.54777503,0.534826279
